TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,hour,day_of_week,amount_zscore,transaction_frequency,avg_transaction_amount,max_transaction_amount,device_count,location_count,anomaly_score,risk_label,confidence_score
TX000578,AC00013,246.27,2023-12-27 16:48:30,Debit,Fresno,D000102,144.91.150.133,M058,Online,29,Doctor,141,1,7299.86,2024-11-04 08:10:57,16,2,-0.1757987267505705,8,203.91,427.69,8,7,0.0,C,0.017579872675057052
TX000579,AC00296,48.85,2023-12-08 16:45:12,Debit,Dallas,D000645,68.254.244.208,M049,ATM,19,Student,176,1,1503.56,2024-11-04 08:07:15,16,4,-0.852019107984927,4,389.09749999999997,626.9,4,4,0.0,C,0.0852019107984927
TX000580,AC00192,332.0,2023-04-27 16:27:41,Debit,Charlotte,D000101,197.23.128.119,M038,ATM,69,Retired,17,1,5943.13,2024-11-04 08:07:03,16,3,0.11785122403061357,4,562.5425,788.84,4,4,0.0,C,0.011785122403061357
TX000581,AC00378,118.1,2023-10-31 16:49:13,Debit,Memphis,D000023,110.243.14.36,M071,Online,54,Engineer,167,1,895.66,2024-11-04 08:09:14,16,1,-0.6148179054700896,6,329.6516666666667,981.76,5,6,0.0,C,0.06148179054700896
TX000582,AC00205,84.59,2023-04-19 16:54:46,Credit,Las Vegas,D000560,152.140.239.181,M004,Branch,67,Doctor,10,1,5669.1,2024-11-04 08:07:12,16,2,-0.7295993104704102,4,414.50249999999994,1294.81,4,4,0.0,C,0.07295993104704102
TX000583,AC00475,295.64,2023-12-14 17:31:18,Debit,Jacksonville,D000225,170.225.23.251,M021,Online,21,Student,82,1,1061.96,2024-11-04 08:10:41,17,3,-0.0066922521201371425,8,120.90375,295.64,8,7,0.0,C,0.0006692252120137143
TX000584,AC00022,514.33,2023-06-02 16:27:08,Debit,Philadelphia,D000478,218.54.207.160,M017,Branch,25,Student,160,1,1592.94,2024-11-04 08:12:17,16,4,0.7423840074895347,4,193.92000000000002,514.33,4,4,0.5,B,0.07423840074895346
TX000585,AC00150,992.17,2023-02-27 18:23:11,Debit,San Antonio,D000205,90.111.245.138,M007,ATM,43,Doctor,169,1,6215.96,2024-11-04 08:12:19,18,0,2.379123684163756,7,290.08,992.17,6,7,0.5,B,0.2379123684163756
TX000586,AC00362,94.59,2023-12-01 17:04:00,Debit,Washington,D000270,47.82.77.181,M085,Online,39,Doctor,34,1,6171.89,2024-11-04 08:10:37,17,4,-0.6953464292408308,12,249.27666666666667,717.74,12,10,0.5,B,0.06953464292408308
TX000587,AC00170,80.43,2023-01-04 16:09:43,Debit,Columbus,D000483,157.47.114.20,M014,Branch,59,Retired,157,1,5987.67,2024-11-04 08:08:18,16,2,-0.7438485090619151,7,247.32571428571433,1192.2,7,6,0.5,B,0.07438485090619151
TX000588,AC00429,54.25,2023-07-31 16:51:50,Debit,Virginia Beach,D000353,51.250.122.123,M042,Online,68,Doctor,37,1,14783.33,2024-11-04 08:08:53,16,0,-0.833522552120954,3,93.11,199.7,3,3,0.0,C,0.08335225521209541
TX000589,AC00418,178.88,2023-06-19 17:31:08,Credit,Dallas,D000101,38.210.156.148,M026,Branch,76,Retired,93,4,4708.29,2024-11-04 08:12:10,17,0,-0.4066288933567061,6,286.33666666666664,1047.69,6,6,0.0,C,0.04066288933567061
TX000590,AC00144,518.85,2023-10-23 18:37:47,Debit,Kansas City,D000100,73.54.203.165,M038,Online,22,Student,82,1,1806.0,2024-11-04 08:06:37,18,0,0.7578663098053046,8,230.37125,518.85,8,8,0.0,C,0.07578663098053046
TX000591,AC00449,10.65,2023-04-24 16:24:49,Debit,Louisville,D000484,38.166.40.246,M081,Online,54,Doctor,161,1,13240.72,2024-11-04 08:10:21,16,0,-0.9828651142819202,5,159.296,341.84,5,5,0.0,C,0.09828651142819203
TX000592,AC00057,198.62,2023-05-15 16:19:14,Credit,Tucson,D000378,97.4.209.133,M079,Branch,27,Student,84,1,1196.07,2024-11-04 08:06:38,16,0,-0.33901370580951634,5,225.52399999999997,598.66,5,5,0.0,C,0.033901370580951634
TX000593,AC00426,107.03,2023-03-06 18:27:13,Debit,Miami,D000628,221.23.158.87,M038,Branch,27,Student,73,1,1408.07,2024-11-04 08:12:13,18,0,-0.652735844991234,6,249.02666666666664,668.78,6,6,0.0,C,0.0652735844991234
TX000594,AC00039,139.57,2023-11-17 17:59:11,Debit,Fort Worth,D000222,13.30.106.126,M030,ATM,19,Student,263,3,271.78,2024-11-04 08:07:23,17,4,-0.5412769694701827,7,302.96571428571434,737.46,7,7,0.0,C,0.054127696947018265
TX000595,AC00051,312.47,2023-05-02 17:24:26,Debit,Milwaukee,D000658,207.157.126.125,M033,ATM,49,Engineer,148,4,9419.27,2024-11-04 08:08:05,17,1,0.050955346989245115,4,237.3,312.47,4,4,0.0,C,0.005095534698924512
TX000596,AC00471,346.11,2023-01-04 17:00:17,Debit,Dallas,D000362,130.92.201.49,M007,Branch,41,Engineer,213,1,9551.64,2024-11-04 08:08:03,17,2,0.16618203944555013,6,294.90833333333336,436.64,6,4,0.0,C,0.016618203944555012
TX000597,AC00039,138.06,2023-07-25 17:21:53,Debit,Charlotte,D000188,113.21.93.28,M099,Branch,44,Engineer,159,1,1070.47,2024-11-04 08:06:52,17,1,-0.5464491545358492,7,302.96571428571434,737.46,7,7,0.0,C,0.05464491545358492
TX000598,AC00274,158.02,2023-09-20 17:09:14,Debit,New York,D000032,60.153.124.80,M026,ATM,49,Engineer,120,1,9374.24,2024-11-04 08:09:57,17,2,-0.47808040360160864,5,266.072,775.23,5,5,0.0,C,0.04780804036016086
TX000599,AC00095,830.01,2023-07-21 16:43:59,Credit,Chicago,D000559,5.252.94.135,M071,Online,66,Retired,96,1,4253.18,2024-11-04 08:11:27,16,4,1.8236789621448966,8,397.73375,1432.02,8,8,1.0,A,0.18236789621448965
TX000600,AC00211,435.5,2023-05-15 18:41:05,Debit,Oklahoma City,D000461,10.191.172.154,M008,ATM,55,Retired,112,1,6981.03,2024-11-04 08:09:40,18,0,0.47236854475676027,4,497.39,917.81,4,4,0.0,C,0.04723685447567603
TX000601,AC00184,110.49,2023-10-31 17:06:47,Debit,Raleigh,D000449,187.52.200.18,M068,Online,57,Doctor,48,1,10483.93,2024-11-04 08:12:20,17,1,-0.6408843480857995,4,255.4025,484.24,4,3,0.0,C,0.06408843480857995
TX000602,AC00436,329.4,2023-12-25 16:30:09,Debit,Denver,D000692,104.155.121.252,M017,Online,34,Doctor,68,1,9588.07,2024-11-04 08:07:55,16,0,0.10894547491092285,5,206.974,329.4,5,3,0.0,C,0.010894547491092286
TX000603,AC00107,635.4,2023-09-19 16:55:00,Debit,Denver,D000002,215.97.143.157,M018,ATM,47,Doctor,106,1,1238.11,2024-11-04 08:11:45,16,1,1.1570836405360523,5,596.064,1830.0,5,5,0.5,B,0.11570836405360523
TX000604,AC00203,769.97,2023-02-16 18:56:44,Debit,San Diego,D000393,24.129.74.189,M058,Branch,22,Student,23,1,1244.93,2024-11-04 08:09:51,18,3,1.6180246632425024,6,456.87999999999994,1001.83,6,6,0.0,C,0.16180246632425024
TX000605,AC00398,175.07,2023-09-04 17:46:20,Debit,Colorado Springs,D000379,147.125.143.41,M091,Branch,26,Student,169,1,1040.25,2024-11-04 08:08:15,17,0,-0.41967924110517585,7,408.5971428571429,1159.39,7,7,0.0,C,0.041967924110517585
TX000606,AC00312,7.31,2023-06-26 16:04:11,Debit,Las Vegas,D000060,160.160.113.117,M028,Branch,78,Retired,282,1,5757.67,2024-11-04 08:07:15,16,0,-0.9943055766125997,4,489.73,1510.71,4,4,0.0,C,0.09943055766125997
TX000607,AC00225,175.15,2023-11-09 17:02:41,Debit,Detroit,D000367,16.51.235.240,M090,ATM,27,Student,32,1,1712.65,2024-11-04 08:09:45,17,3,-0.41940521805533915,11,266.02727272727276,615.16,11,10,0.0,C,0.04194052180553391
TX000608,AC00150,32.54,2023-07-04 16:25:35,Debit,Oklahoma City,D000008,4.101.189.38,M022,Online,25,Student,183,4,1544.88,2024-11-04 08:07:01,16,1,-0.9078855572703708,7,290.08,992.17,6,7,0.0,C,0.09078855572703708
TX000609,AC00413,121.82,2023-09-08 18:24:14,Debit,Dallas,D000542,40.198.240.246,M032,Online,60,Doctor,119,1,13293.83,2024-11-04 08:11:30,18,4,-0.6020758336526861,4,360.2775,854.64,4,4,0.0,C,0.060207583365268616
TX000610,AC00479,56.12,2023-09-13 18:49:55,Debit,El Paso,D000431,11.167.243.171,M049,ATM,30,Doctor,102,1,8839.67,2024-11-04 08:09:30,18,2,-0.8271172633310226,4,342.44,859.3,4,3,0.0,C,0.08271172633310227
TX000611,AC00078,424.7,2023-01-30 17:37:14,Credit,Miami,D000066,56.116.189.0,M032,Online,56,Retired,178,1,6239.89,2024-11-04 08:08:25,17,0,0.4353754330288145,6,489.52,1156.18,6,6,0.0,C,0.04353754330288145
TX000612,AC00242,35.16,2023-10-25 17:50:23,Debit,Chicago,D000075,195.237.152.198,M029,Branch,32,Engineer,130,1,8459.18,2024-11-04 08:10:34,17,2,-0.898911302388221,9,145.5211111111111,411.72,9,7,0.0,C,0.0898911302388221
TX000613,AC00149,35.73,2023-06-12 16:48:03,Debit,Miami,D000693,205.69.66.135,M028,Branch,65,Doctor,87,1,9073.17,2024-11-04 08:11:09,16,0,-0.896958888158135,6,369.68333333333334,1092.73,6,6,0.0,C,0.0896958888158135
TX000614,AC00084,3.44,2023-01-19 17:24:30,Debit,Fort Worth,D000389,45.64.74.86,M004,ATM,78,Retired,108,1,7561.33,2024-11-04 08:12:20,17,3,-1.0075614416484469,2,251.015,498.59,2,2,0.5,B,0.10075614416484469
TX000615,AC00466,1342.25,2023-04-28 18:11:55,Credit,Fort Worth,D000643,28.149.72.129,M032,Branch,21,Student,235,1,694.03,2024-11-04 08:08:00,18,4,3.5782485502488712,4,658.9925000000001,1342.25,4,4,1.0,A,0.35782485502488715
TX000616,AC00359,139.03,2023-08-30 18:00:09,Credit,Los Angeles,D000359,147.125.143.41,M076,Online,50,Engineer,81,1,2276.57,2024-11-04 08:11:29,18,2,-0.5431266250565799,6,346.53833333333336,877.81,6,5,0.0,C,0.05431266250565799
TX000617,AC00023,254.92,2023-09-18 16:04:06,Credit,San Antonio,D000088,198.24.183.157,M064,ATM,28,Engineer,169,1,2791.12,2024-11-04 08:07:18,16,0,-0.14616998448698443,6,208.62333333333333,422.9,6,5,0.0,C,0.014616998448698442
TX000618,AC00366,115.11,2023-05-05 17:34:22,Debit,Albuquerque,D000632,190.164.160.79,M011,Online,28,Engineer,139,1,9808.97,2024-11-04 08:10:18,17,4,-0.6250595169577338,8,380.47375,1108.46,8,7,0.0,C,0.06250595169577337
TX000619,AC00170,171.11,2023-05-15 16:52:24,Debit,San Francisco,D000172,55.154.161.250,M084,ATM,57,Retired,171,1,6324.09,2024-11-04 08:08:40,16,0,-0.43324338207208923,7,247.32571428571433,1192.2,7,6,0.5,B,0.04332433820720892
TX000620,AC00130,168.54,2023-02-02 16:13:13,Debit,Oklahoma City,D000467,119.105.89.125,M064,ATM,70,Doctor,142,2,13406.0,2024-11-04 08:08:14,16,3,-0.4420463725480912,9,318.09222222222223,720.13,9,9,0.0,C,0.04420463725480912
TX000621,AC00183,420.76,2023-02-23 16:04:35,Debit,Miami,D000329,76.0.164.168,M054,Branch,51,Retired,76,1,6581.55,2024-11-04 08:08:38,16,3,0.4218797978243602,6,272.6616666666667,637.34,6,6,0.0,C,0.04218797978243602
TX000622,AC00219,408.46,2023-03-01 16:17:46,Debit,Raleigh,D000669,201.95.180.152,M058,Branch,64,Retired,28,1,3140.79,2024-11-04 08:08:20,16,2,0.37974875391197754,10,142.899,408.46,10,9,0.5,B,0.03797487539119775
TX000623,AC00354,1162.42,2023-08-23 16:35:42,Credit,Detroit,D000153,62.152.134.92,M009,Online,30,Doctor,45,1,10357.26,2024-11-04 08:09:09,16,2,2.9622789870973456,5,417.54400000000004,1162.42,5,5,0.0,C,0.29622789870973454
TX000624,AC00290,342.17,2023-12-14 16:09:42,Credit,New York,D000532,91.204.200.167,M033,Branch,21,Student,247,1,461.83,2024-11-04 08:08:32,16,3,0.15268640424109586,4,472.71500000000003,1413.24,4,3,0.0,C,0.015268640424109586
TX000625,AC00425,580.71,2023-09-20 16:37:48,Debit,Philadelphia,D000203,115.30.82.168,M046,ATM,53,Engineer,95,1,5670.0,2024-11-04 08:10:54,16,2,0.9697546330914827,7,355.30571428571426,644.17,7,7,0.0,C,0.09697546330914827
TX000626,AC00370,821.54,2023-08-22 18:11:16,Credit,Atlanta,D000142,19.111.192.175,M044,Branch,79,Retired,36,1,4040.32,2024-11-04 08:11:57,18,1,1.7946667717434428,7,344.40999999999997,821.54,7,7,0.0,C,0.17946667717434428
TX000627,AC00454,253.47,2023-06-14 17:07:08,Debit,Atlanta,D000388,81.248.235.147,M077,Branch,20,Student,238,1,220.51,2024-11-04 08:08:12,17,2,-0.1511366522652734,4,494.1825,1176.28,4,4,0.0,C,0.01511366522652734
TX000628,AC00403,22.81,2023-05-29 17:53:03,Debit,New York,D000065,81.102.230.41,M083,Online,62,Retired,75,1,3634.76,2024-11-04 08:07:59,17,0,-0.9412136107067516,8,122.57124999999999,395.27,8,8,0.0,C,0.09412136107067516
TX000629,AC00358,266.57,2023-07-03 17:56:59,Credit,Boston,D000058,140.94.123.72,M026,Online,39,Engineer,96,1,7180.48,2024-11-04 08:07:10,17,0,-0.1062653778545244,8,450.05375,1762.28,8,7,0.5,B,0.010626537785452441
TX000630,AC00296,374.61,2023-08-29 18:30:36,Credit,Mesa,D000056,34.125.226.63,M079,Online,75,Retired,37,1,1389.71,2024-11-04 08:11:24,18,1,0.2638027509498514,4,389.09749999999997,626.9,4,4,0.0,C,0.02638027509498514
TX000631,AC00393,339.35,2023-02-03 16:08:47,Credit,Boston,D000099,197.23.128.119,M084,ATM,78,Retired,70,1,5002.7,2024-11-04 08:08:17,16,4,0.1430270917343545,8,209.20624999999998,392.05,8,7,0.0,C,0.014302709173435449
TX000632,AC00223,810.36,2023-01-17 16:59:03,Debit,Columbus,D000393,139.23.212.102,M081,ATM,20,Student,67,1,9239.12,2024-11-04 08:07:19,16,1,1.7563720505287737,2,411.2,810.36,2,2,1.0,A,0.17563720505287736
TX000633,AC00487,9.83,2023-07-24 17:04:17,Debit,Memphis,D000054,210.98.198.143,M004,ATM,24,Student,86,1,666.42,2024-11-04 08:09:03,17,0,-0.9856738505427457,4,120.13,278.28,4,4,0.0,C,0.09856738505427456
TX000634,AC00215,135.57,2023-06-14 17:17:34,Credit,Boston,D000225,147.119.62.178,M073,Branch,51,Doctor,116,1,11351.64,2024-11-04 08:11:44,17,2,-0.5549781219620145,5,192.374,588.54,5,5,0.0,C,0.055497812196201445
TX000635,AC00275,340.05,2023-10-27 17:26:53,Debit,Detroit,D000196,163.58.140.206,M038,ATM,43,Engineer,37,1,7234.15,2024-11-04 08:07:43,17,4,0.14542479342042502,9,217.7555555555556,547.98,9,7,0.0,C,0.014542479342042502
TX000636,AC00482,283.45,2023-10-17 17:24:47,Debit,Colorado Springs,D000399,128.16.32.183,M039,Branch,27,Engineer,127,1,2049.51,2024-11-04 08:08:51,17,1,-0.04844651433899441,6,265.6716666666667,686.17,6,5,0.0,C,0.004844651433899441
TX000637,AC00357,100.99,2023-05-29 16:20:29,Debit,New York,D000466,109.105.179.186,M078,ATM,68,Doctor,114,1,8865.27,2024-11-04 08:09:12,16,0,-0.6734245852538999,6,306.72499999999997,806.97,6,6,0.0,C,0.06734245852538999
TX000638,AC00026,90.88,2023-02-20 16:48:49,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,18,Student,176,1,3908.47,2024-11-04 08:07:13,16,0,-0.7080542481770047,6,158.685,329.69,6,5,0.0,C,0.07080542481770047
TX000639,AC00416,655.15,2023-01-02 16:22:54,Debit,Seattle,D000626,11.167.243.171,M083,ATM,26,Engineer,264,1,5587.44,2024-11-04 08:07:15,16,0,1.2247330809644714,5,508.776,1360.67,5,5,0.0,C,0.12247330809644714
TX000640,AC00058,320.55,2023-05-01 17:11:47,Debit,Milwaukee,D000549,199.6.127.153,M041,Online,50,Engineer,118,1,438.75,2024-11-04 08:08:14,17,0,0.0786316750227452,7,245.6542857142857,583.92,7,7,0.0,C,0.007863167502274521
TX000641,AC00170,41.51,2023-10-04 16:47:33,Debit,Phoenix,D000688,16.51.235.240,M084,Online,28,Student,48,1,609.6,2024-11-04 08:11:54,16,2,-0.8771607228074382,7,247.32571428571433,1192.2,7,6,0.5,B,0.08771607228074382
TX000642,AC00262,71.53,2023-10-30 16:49:25,Credit,Jacksonville,D000420,11.188.75.155,M030,Branch,68,Retired,39,1,2393.73,2024-11-04 08:12:00,16,0,-0.7743335733562409,5,470.47200000000004,1096.7,5,5,0.0,C,0.07743335733562409
TX000643,AC00032,467.13,2023-09-28 17:18:26,Credit,Kansas City,D000025,162.151.179.167,M096,Branch,54,Retired,45,1,3914.84,2024-11-04 08:06:58,17,3,0.5807104080859199,9,376.0733333333333,1020.73,9,8,0.0,C,0.05807104080859199
TX000644,AC00131,235.4,2023-09-26 17:02:25,Debit,Detroit,D000141,73.108.76.238,M038,Branch,28,Student,70,1,818.36,2024-11-04 08:10:13,17,1,-0.21303160864712334,9,314.38,879.25,9,8,0.0,C,0.021303160864712335
TX000645,AC00176,159.32,2023-01-16 18:57:13,Debit,Seattle,D000446,37.227.215.145,M033,Branch,18,Student,100,1,304.44,2024-11-04 08:10:32,18,0,-0.47362752904176336,8,294.71,841.28,8,8,0.0,C,0.04736275290417634
TX000646,AC00139,50.83,2023-12-18 16:06:14,Credit,Philadelphia,D000421,190.164.160.79,M076,Online,30,Doctor,48,1,9553.42,2024-11-04 08:10:06,16,0,-0.8452370375014703,8,177.72,510.7,8,6,0.0,C,0.08452370375014703
TX000647,AC00056,56.89,2023-02-03 18:03:56,Credit,Houston,D000120,31.127.129.152,M062,Branch,59,Engineer,56,1,3034.67,2024-11-04 08:09:52,18,4,-0.8244797914763451,6,83.11,168.34,6,6,0.0,C,0.0824479791476345
TX000648,AC00276,20.22,2023-03-10 18:26:19,Debit,Jacksonville,D000123,170.225.23.251,M003,ATM,43,Engineer,138,1,5515.32,2024-11-04 08:06:32,18,4,-0.9500851069452128,5,294.22799999999995,642.53,5,5,0.0,C,0.09500851069452128
TX000649,AC00447,50.4,2023-03-27 17:02:44,Debit,San Antonio,D000565,44.197.126.59,M079,Branch,36,Doctor,84,1,1677.01,2024-11-04 08:07:17,17,0,-0.846709911394342,4,158.275,211.69,4,4,0.0,C,0.0846709911394342
TX000650,AC00143,73.88,2023-05-08 17:42:36,Debit,Los Angeles,D000405,134.140.85.231,M009,Branch,53,Retired,131,1,4055.55,2024-11-04 08:08:11,17,0,-0.7662841462672897,5,275.756,447.83,5,5,0.0,C,0.07662841462672897
TX000651,AC00139,119.61,2023-03-14 16:21:01,Debit,San Diego,D000102,99.205.173.118,M017,ATM,33,Doctor,53,1,9899.94,2024-11-04 08:07:28,16,1,-0.6096457204044231,8,177.72,510.7,8,6,0.0,C,0.06096457204044231
TX000652,AC00208,1241.05,2023-11-21 16:26:41,Debit,Miami,D000105,156.96.135.18,M089,Branch,18,Student,129,1,756.74,2024-11-04 08:11:48,16,1,3.231609392205528,4,617.7099999999999,1241.05,4,4,0.5,B,0.3231609392205528
TX000653,AC00426,116.58,2023-08-31 16:38:18,Debit,Raleigh,D000646,20.147.6.179,M038,Branch,43,Engineer,247,1,2620.74,2024-11-04 08:06:50,16,3,-0.6200243434169858,6,249.02666666666664,668.78,6,6,0.0,C,0.062002434341698574
TX000654,AC00423,1919.11,2023-06-27 17:48:25,Debit,Portland,D000191,207.157.126.125,M033,ATM,30,Doctor,161,1,11090.24,2024-11-04 08:10:27,17,1,5.554160256858387,6,506.3566666666666,1919.11,6,5,1.0,A,0.5554160256858387
TX000655,AC00381,391.96,2023-06-19 16:21:58,Debit,Nashville,D000452,121.67.144.20,M032,ATM,64,Retired,79,1,2174.16,2024-11-04 08:06:47,16,0,0.3232314998831715,3,296.90000000000003,475.36,3,3,0.0,C,0.03232314998831715
TX000656,AC00458,156.26,2023-01-02 17:49:44,Credit,Virginia Beach,D000134,51.196.87.214,M059,Branch,46,Engineer,160,1,7854.1,2024-11-04 08:09:29,17,0,-0.4841089106980147,7,220.70857142857145,633.87,7,5,0.0,C,0.04841089106980147
TX000657,AC00014,427.0,2023-07-31 17:04:29,Credit,Oklahoma City,D000629,183.39.94.209,M065,Branch,49,Engineer,163,1,8253.65,2024-11-04 08:07:30,17,0,0.44325359571161776,9,348.25333333333333,719.76,9,9,0.0,C,0.04432535957116178
TX000658,AC00071,443.68,2023-04-25 18:58:32,Debit,Tucson,D000400,16.94.155.46,M012,ATM,18,Student,137,1,874.15,2024-11-04 08:10:26,18,1,0.5003874016025562,8,506.265,1647.74,8,8,1.0,A,0.050038740160255626
TX000659,AC00054,101.76,2023-02-20 17:27:24,Debit,Philadelphia,D000374,78.69.172.205,M071,Branch,31,Doctor,26,1,6043.25,2024-11-04 08:11:08,17,0,-0.6707871133992224,9,194.64111111111112,738.94,9,8,0.0,C,0.06707871133992224
TX000660,AC00182,67.57,2023-08-17 16:44:38,Debit,Charlotte,D000498,165.35.58.173,M093,Branch,37,Engineer,107,1,2766.12,2024-11-04 08:11:15,16,3,-0.7878977143231543,8,444.20124999999996,870.05,8,7,0.0,C,0.07878977143231543
TX000661,AC00257,326.29,2023-12-06 17:10:35,Debit,Denver,D000184,6.44.165.160,M025,Online,56,Engineer,179,1,8171.26,2024-11-04 08:10:44,17,2,0.0982928288485238,11,310.0018181818182,963.77,11,11,0.0,C,0.00982928288485238
TX000662,AC00006,158.56,2023-02-28 17:28:13,Debit,Sacramento,D000027,218.238.171.184,M087,ATM,33,Doctor,100,1,5401.21,2024-11-04 08:10:48,17,1,-0.47623074801521137,4,254.43,611.15,4,3,0.0,C,0.047623074801521136
TX000663,AC00424,56.02,2023-06-19 17:50:29,Debit,Memphis,D000455,81.248.235.147,M003,Online,27,Student,142,1,3548.02,2024-11-04 08:07:58,17,0,-0.8274597921433184,5,242.404,535.91,5,5,0.0,C,0.08274597921433184
TX000664,AC00131,288.28,2023-01-17 17:11:24,Debit,Portland,D000127,191.25.177.160,M087,Online,27,Student,36,1,160.83,2024-11-04 08:06:33,17,1,-0.03190237270510762,9,314.38,879.25,9,8,0.0,C,0.0031902372705107625
TX000665,AC00133,245.67,2023-01-02 18:35:07,Credit,Portland,D000097,3.77.114.6,M088,Branch,24,Student,107,1,752.25,2024-11-04 08:07:45,18,0,-0.17785389962434536,7,199.75571428571428,447.95,7,7,0.0,C,0.017785389962434537
TX000666,AC00393,152.18,2023-08-07 16:57:22,Credit,Los Angeles,D000637,40.244.94.218,M093,Online,39,Engineer,176,4,2459.84,2024-11-04 08:10:50,16,0,-0.49808408623968303,8,209.20624999999998,392.05,8,7,0.0,C,0.049808408623968306
TX000667,AC00361,114.35,2023-11-27 16:16:19,Credit,El Paso,D000264,193.221.15.59,M025,Branch,41,Engineer,21,1,469.12,2024-11-04 08:10:13,16,0,-0.6276627359311819,2,120.475,126.6,2,2,0.0,C,0.06276627359311819
TX000668,AC00092,373.27,2023-07-18 18:03:03,Credit,Miami,D000090,35.67.21.23,M053,Online,61,Doctor,79,1,8441.61,2024-11-04 08:06:36,18,1,0.25921286486508766,8,289.7,793.13,8,8,0.0,C,0.025921286486508766
TX000669,AC00049,504.63,2023-11-13 17:07:10,Debit,Portland,D000129,77.21.150.75,M068,Online,60,Engineer,168,1,3806.16,2024-11-04 08:07:50,17,0,0.7091587126968426,2,556.885,609.14,2,2,1.0,A,0.07091587126968427
TX000670,AC00023,126.22,2023-05-04 16:25:15,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,46,Engineer,77,4,6133.41,2024-11-04 08:07:41,16,3,-0.5870045659116712,6,208.62333333333333,422.9,6,5,0.0,C,0.05870045659116711
TX000671,AC00323,820.15,2023-12-18 16:33:01,Debit,Kansas City,D000281,13.188.62.74,M093,Branch,47,Doctor,181,1,8802.97,2024-11-04 08:10:34,16,0,1.7899056212525317,4,320.0,820.15,4,4,0.0,C,0.17899056212525316
TX000672,AC00372,986.81,2023-03-31 16:52:35,Credit,Houston,D000093,145.76.10.8,M039,Online,68,Doctor,127,1,14881.77,2024-11-04 08:09:09,16,4,2.3607641398247012,3,680.61,986.81,3,3,1.0,A,0.23607641398247012
TX000673,AC00497,8.37,2023-01-12 16:21:27,Debit,Colorado Springs,D000425,143.212.47.226,M011,ATM,63,Retired,135,1,1106.34,2024-11-04 08:11:23,16,3,-0.9906747712022642,6,197.86833333333334,333.83,6,6,0.0,C,0.09906747712022643
TX000674,AC00130,197.49,2023-07-03 16:36:45,Credit,Fresno,D000649,167.67.137.223,M007,Online,53,Retired,30,1,5005.33,2024-11-04 08:06:40,16,0,-0.3428842813884588,9,318.09222222222223,720.13,9,9,0.0,C,0.034288428138845875
TX000675,AC00034,637.97,2023-10-23 17:17:18,Debit,New York,D000646,104.165.213.58,M066,Branch,58,Retired,90,1,7949.03,2024-11-04 08:07:56,17,0,1.1658866310120544,4,251.97500000000002,637.97,4,4,0.0,C,0.11658866310120544
TX000676,AC00286,13.52,2023-05-15 16:51:28,Debit,Seattle,D000584,167.67.137.223,M001,ATM,26,Student,65,1,259.77,2024-11-04 08:06:30,16,0,-0.973034537369031,6,90.67333333333333,233.24,6,6,0.0,C,0.0973034537369031
TX000677,AC00232,432.1,2023-03-20 16:28:17,Debit,San Francisco,D000264,182.84.41.229,M048,ATM,49,Engineer,240,1,2114.3,2024-11-04 08:10:16,16,0,0.46072256513870335,5,262.11199999999997,703.89,5,5,0.0,C,0.046072256513870334
TX000678,AC00182,375.17,2023-06-08 17:20:53,Debit,Fort Worth,D000226,112.196.12.19,M053,ATM,51,Engineer,66,2,5495.3,2024-11-04 08:11:26,17,3,0.26572091229870787,8,444.20124999999996,870.05,8,7,0.0,C,0.026572091229870788
TX000679,AC00136,642.68,2023-02-17 16:57:11,Debit,Fresno,D000269,56.116.189.0,M034,Branch,50,Doctor,94,1,8461.46,2024-11-04 08:08:38,16,4,1.1820197380711859,8,485.06625,886.19,8,8,0.0,C,0.11820197380711858
TX000680,AC00101,78.44,2023-11-21 17:25:30,Credit,San Jose,D000476,35.246.53.10,M033,Online,52,Retired,292,1,6870.84,2024-11-04 08:10:39,17,1,-0.7506648324266015,3,99.96666666666665,166.55,3,3,0.0,C,0.07506648324266016
TX000681,AC00328,139.72,2023-01-16 17:53:00,Debit,Memphis,D000516,219.98.242.240,M033,Branch,49,Engineer,201,1,5058.83,2024-11-04 08:08:24,17,0,-0.540763176251739,5,150.746,378.68,5,4,0.0,C,0.0540763176251739
TX000682,AC00356,499.99,2023-08-02 16:01:17,Debit,San Jose,D000100,9.230.41.239,M046,Branch,31,Engineer,296,1,8885.0,2024-11-04 08:09:05,16,2,0.6932653758063178,8,322.90875,862.34,8,8,0.0,C,0.06932653758063177
TX000683,AC00312,10.07,2023-01-17 16:47:41,Debit,Albuquerque,D000494,23.92.205.75,M029,Online,24,Student,49,1,530.81,2024-11-04 08:08:57,16,1,-0.9848517813932358,4,489.73,1510.71,4,4,0.0,C,0.09848517813932359
TX000684,AC00242,120.62,2023-02-27 16:37:11,Debit,Raleigh,D000024,134.222.122.238,M087,ATM,23,Student,85,1,9379.53,2024-11-04 08:06:39,16,0,-0.6061861794002356,9,145.5211111111111,411.72,9,7,0.0,C,0.06061861794002356
